RequestMonth,ProviderName,ApiName,ApiVersion,ApiMethod,TotalHits,SuccessCount,ErrorCount,MaxResTimeSec,MinResTimeSec,MedianResTime_Sec,AvgResTime_Sec,RequestLessThan_750_MS,RequestTookMoreThan_750_MSec,RequestLessThan_750_MS_Based_On_SuccessHits,RequestTookMoreThan_750_MS_Based_On_SuccessHits,MAXResponseSize_KB,AVGResponseSize_KB,MINResponseSize_KB
24-Oct,ITC,TammJourneyDot,2,/residentialPermit/pmrRuleChargedetails,8111,8111,0,82.166,0.186,0.66,0.8,5405,2706,5405,2692,605,577.38,350
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalama/accessToken,19590,19590,0,8.767,0.102,0.22,0.33,18463,1127,18463,1126,637,631.68,179
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalama/configurationAddition/addPreference,36,36,0,2.157,0.16,0.32,0.44,31,5,31,5,233,221.47,168
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalama/configurations/getConfigurations,2401,2401,0,4.993,0.123,0.21,0.33,2238,163,2238,163,199,198.76,140
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalama/configurations/getNotificationType,57,57,0,1.748,0.14,0.22,0.33,53,4,53,4,734,734,734
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalama/configurations/getPreferences,57,57,0,1.986,0.14,0.22,0.37,52,5,52,5,906,363.81,135
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalama/guardianService/addGuardian,20,20,0,12.263,0.146,4.88,4.84,7,13,7,13,3771211,1410950.6,297
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalama/guardianService/addressList,179,179,0,2.054,0.137,0.2,0.3,171,8,171,8,3110,540.2,155
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalama/guardianService/authorizedGuardian,149,149,0,5.186,0.148,0.21,0.43,135,14,135,14,2098,724.52,135
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalama/guardianService/guardian,2384,2384,0,5.433,0.122,0.21,0.34,2232,152,2232,152,622,510.3,137
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalama/guardianService/updateGuardian,14,14,0,0.401,0.134,0.19,0.22,14,0,14,0,233,221.57,216
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalama/messageService/{resourcePath},115,115,0,3.312,0.17,0.46,0.58,97,18,97,18,904,316.2,169
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalama/studentService/findStudent,356,356,69,2.271,0.122,0.24,0.34,331,25,331,25,661,352.58,152
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalama/tripDetails/getHistory,139,139,0,2.674,0.118,0.2,0.37,124,15,124,15,3585,2601.83,185
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalama/tripDetails/getNotification,245,245,0,4.788,0.122,0.24,0.35,232,13,232,13,4041,777.14,535
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalama/tripDetails/getStatus,3541,3541,0,6.03,0.124,0.22,0.35,3293,248,3293,248,4340,943.45,111
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalama/widgetService/widget,15199255,15175048,24281,60.738,0.049,0.15,0.26,14476522,722733,14455556,718116,22270,202.6,81
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalamaService/studentAddressService/{resourcePath},382,382,0,4.01,0.143,0.24,0.43,339,43,339,43,1794,415.55,154
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalamaService/studentListService/{resourcePath},3020,3020,0,4.716,0.118,0.21,0.33,2833,187,2833,187,1364,410.36,154
24-Oct,ITC,TammJourneyDot,2.1,/taxiSalamaService/studentService/{resourcePath},562,562,4,2.37,0.133,0.24,0.37,511,51,511,51,9140,827.58,156
24-Oct,DMT,TammJourneyDpm,2,/adLocker/crm/getDocumentDetails,1,1,0,0.267,0.267,0.27,0.27,1,0,1,0,173,173,173
24-Oct,DMT,TammJourneyDpm,2,/adLocker/crm/getDocumentList,56034,56024,23,32.748,0.1,0.19,0.32,53931,2103,53922,2099,608,41.14,41
24-Oct,DMT,TammJourneyDpm,2,/adLocker/downloadOnlineCertificate,20175,19701,477,50.175,0.103,0.6,0.79,15620,4555,15156,4517,4750856,569696.03,270
24-Oct,DMT,TammJourneyDpm,2,/adLocker/getCertificateApplicationsByIdn,336838,329846,7104,85.522,0.071,0.22,0.47,312446,24392,305585,24237,18975,573.87,218
24-Oct,DMT,TammJourneyDpm,2,/adLocker/getPlotProfileByPlotId,45666,45660,14,65.587,0.067,0.23,0.41,43441,2225,43436,2220,1775,1427.79,159
24-Oct,DMT,TammJourneyDpm,2,/adLocker/getPropertyProfile,1067,1067,0,20.353,0.173,0.26,0.49,994,73,994,72,2566,2241.64,172
24-Oct,DMT,TammJourneyDpm,2,/adLocker/valuationCertificate/downloadValuationCertificate,1352,1352,15,20.545,0.265,0.62,0.87,945,407,945,407,392687,172895.62,217
24-Oct,DMT,TammJourneyDpm,2,/adLocker/valuationCertificate/getValuationCertificateDetails,20008,20008,2,620.113,0.16,0.78,2.1,9715,10293,9715,10280,111747,6343.96,456
24-Oct,DMT,TammJourneyDpm,2,/adLocker/valuationCertificate/getValuationCertificates,672520,672515,187,620.231,0.096,0.2,0.52,621603,50917,621603,50864,11960,278.01,227
24-Oct,DMT,TammJourneyDpm,2,/engineerData/downloadEngineerDocument,1803,1799,80,300.193,0.1,0.27,0.62,1712,91,1709,90,3600093,192284.69,179
24-Oct,DMT,TammJourneyDpm,2,/engineerData/getEngineerDocumentDetails,4205,4204,881,285.744,0.1,0.34,0.82,3537,668,3536,667,732,489.04,179
24-Oct,DMT,TammJourneyDpm,2,/engineerData/getEngineerDocuments,168426,168354,107,620.208,0.095,0.15,0.47,159658,8768,159635,8713,794,153.23,151
24-Oct,DMT,TammJourneyDpm,2,/mepsServices/downloadDocumentBase64,485,485,11,50.383,0.76,1.25,2.51,0,485,0,485,1865966,574826.31,190
24-Oct,DMT,TammJourneyDpm,2,/mepsServices/getADLockerDocuments,295913,295783,658,62.062,0.098,0.42,0.75,262619,33294,262504,33204,30435,228.75,201
24-Oct,EAD,TammJourneyEad,2,/DigitalDocument/CommercialFishingLicense/authenticateDigitalDocumentRequest,1008228,1004210,4018,300.33,0.144,0.25,0.41,988730,19498,988729,15447,737,734.22,68
24-Oct,EAD,TammJourneyEad,2,/DigitalDocument/CommercialFishingLicense/getLicenseDetails,2929,2929,0,3.38,0.213,0.33,0.37,2870,59,2870,59,79466,8400.14,280
24-Oct,EAD,TammJourneyEad,2,/DigitalDocument/CommercialFishingLicense/getListLicenses,1003525,1003516,9,42.314,0.155,0.26,0.3,988690,14835,988689,14783,1046,81.69,40
24-Oct,EAD,TammJourneyEad,2,/aquacultureCustomer/aquacultureRenewApplicationListSelect,3,3,0,0.35,0.267,0.28,0.3,3,0,3,0,77,77,77
24-Oct,EAD,TammJourneyEad,2,/authentication/getUserToken,3713,3713,29,5.305,0.218,0.32,0.37,3632,81,3632,81,55392,6694.29,591
24-Oct,EAD,TammJourneyEad,2,/commercialFishing/downloadLicense,23,23,0,4.89,0.378,0.48,1.23,16,7,16,7,95769,92451.83,89890
24-Oct,EAD,TammJourneyEad,2,/commercialFishing/getApplication,20,20,0,3.483,0.348,0.42,0.57,19,1,19,1,5237,4594.85,3870
24-Oct,EAD,TammJourneyEad,2,/commercialFishing/getLicenseNumbers,69,69,0,1.251,0.243,0.26,0.3,68,1,68,1,833,151.68,63
24-Oct,EAD,TammJourneyEad,2,/commercialFishing/insertApplication,13,13,0,3.127,0.455,0.92,1.4,2,11,2,11,895768,437375.62,52250
24-Oct,EAD,TammJourneyEad,2,/commercialFishing/submitApplication,5,5,0,0.363,0.339,0.36,0.35,5,0,5,0,604,601.6,601
24-Oct,EAD,TammJourneyEad,2,/common/downloadPaymentReceipt,131,131,0,5.54,0.329,0.71,1.15,70,61,70,61,123651,121394.56,124
24-Oct,EAD,TammJourneyEad,2,/common/getLicenseIssuanceEntities,342,342,1,30.064,0.208,0.27,0.4,331,11,331,11,579,578.08,264
24-Oct,EAD,TammJourneyEad,2,/common/getReissueReasons,1,1,0,0.643,0.643,0.64,0.64,1,0,1,0,246,246,246
24-Oct,EAD,TammJourneyEad,2,/common/getSectorCommunities,32,32,0,0.562,0.255,0.29,0.32,32,0,32,0,4289,699.03,75
24-Oct,EAD,TammJourneyEad,2,/common/getZones,107,107,0,2.089,0.246,0.28,0.32,106,1,106,1,9355,6834.84,2419
24-Oct,EAD,TammJourneyEad,2,/common/viewUploadedFile,14,14,0,2.804,0.264,0.34,0.55,13,1,13,1,6221974,574650,267
24-Oct,EAD,TammJourneyEad,2,/digitalServicesSSO/getMasterToken,2076,2076,2,30.092,0.241,0.32,0.39,2040,36,2040,36,359,202.13,181
24-Oct,EAD,TammJourneyEad,2,/ecoCustomer/administrativeDetailsSave,1,1,0,1.347,1.347,1.35,1.35,0,1,0,1,1917,1917,1917
24-Oct,EAD,TammJourneyEad,2,/ecoCustomer/administrativeDetailsUpdate,3,3,0,1.454,0.692,0.86,1,1,2,1,2,4564,2571,1271
24-Oct,EAD,TammJourneyEad,2,/ecoCustomer/applicationModification,1,1,0,1.088,1.088,1.09,1.09,0,1,0,1,9000,9000,9000
24-Oct,EAD,TammJourneyEad,2,/ecoCustomer/deleteProjectDetails,37,37,0,0.614,0.253,0.31,0.32,37,0,37,0,260,260,260
24-Oct,EAD,TammJourneyEad,2,/ecoCustomer/getFieldsOfWorkDetailsList,54,54,0,3.305,0.216,0.26,0.33,53,1,53,1,2518,1819.83,1022
24-Oct,EAD,TammJourneyEad,2,/ecoCustomer/getModificationList,7,7,0,0.335,0.272,0.28,0.3,7,0,7,0,395,110.43,63
24-Oct,EAD,TammJourneyEad,2,/ecoCustomer/getNewRegistrationList,67,67,0,0.745,0.207,0.28,0.29,67,0,67,0,1216,321.16,63
24-Oct,EAD,TammJourneyEad,2,/ecoCustomer/getProjectDetails,8,8,0,0.338,0.272,0.3,0.3,8,0,8,0,3780,2097.88,1077
24-Oct,EAD,TammJourneyEad,2,/ecoCustomer/getProjectDetailsList,22,22,0,5.212,0.298,0.43,0.76,15,7,15,7,41408,15322.27,1314
24-Oct,EAD,TammJourneyEad,2,/ecoCustomer/getRenewalList,59,59,1,30.089,0.243,0.28,0.81,57,2,57,2,436,72.73,63
24-Oct,EAD,TammJourneyEad,2,/ecoCustomer/getTechnicalDetails,1,1,0,0.326,0.326,0.33,0.33,1,0,1,0,9371,9371,9371
24-Oct,EAD,TammJourneyEad,2,/ecoCustomer/getTechnicalTeamsDetailsList,23,23,0,0.569,0.259,0.34,0.34,23,0,23,0,8215,4171.48,87
24-Oct,EAD,TammJourneyEad,2,/ecoCustomer/saveFieldOfWorks,52,52,0,3.385,0.298,0.4,0.46,51,1,51,1,415,386.31,375
24-Oct,EAD,TammJourneyEad,2,/ecoCustomer/saveProjectDetails,5,5,0,9.835,0.621,0.71,2.51,4,1,4,1,6227668,1387966.2,162687
24-Oct,EAD,TammJourneyEad,2,/ecoCustomer/submitApplication,3,3,0,0.469,0.418,0.46,0.45,3,0,3,0,624,523.33,322
24-Oct,EAD,TammJourneyEad,2,/ecoCustomer/updateProjectDetails,4,4,0,4.205,0.701,2.03,2.24,1,3,1,3,2447860,1058857.25,228849
24-Oct,EAD,TammJourneyEad,2,/ecoCustomer/validateApplication,4,4,0,0.341,0.287,0.31,0.31,4,0,4,0,341,341,341
24-Oct,EAD,TammJourneyEad,2,/eqsCommon/activitiesSelect,1,1,0,0.318,0.318,0.32,0.32,1,0,1,0,2235,2235,2235
24-Oct,EAD,TammJourneyEad,2,/eqsCommon/deleteUploadedFile,26,26,0,0.987,0.273,0.55,0.56,24,2,24,2,412,356.77,320
24-Oct,EAD,TammJourneyEad,2,/eqsCommon/downloadLicense,129,129,0,12.158,0.248,0.52,2.25,71,58,71,58,458871,243732.03,657
24-Oct,EAD,TammJourneyEad,2,/eqsCommon/getConsultantsForStudy,59,59,0,0.468,0.254,0.32,0.32,59,0,59,0,9932,6811.95,83
24-Oct,EAD,TammJourneyEad,2,/eqsCommon/getEQSApplicationHeader,696,696,0,4.635,0.219,0.29,0.37,671,25,671,25,2019,665.49,263
24-Oct,EAD,TammJourneyEad,2,/eqsCommon/getRequestedReports,130,130,0,1.674,0.251,0.32,0.34,129,1,129,1,14968,4684.66,200
24-Oct,EAD,TammJourneyEad,2,/eqsCommon/getRequestedStudies,137,137,0,3.303,0.253,0.31,0.36,136,1,136,1,3883,1036.36,200
24-Oct,EAD,TammJourneyEad,2,/eqsCommon/getStudyOrReportHistory,73,73,0,0.743,0.292,0.36,0.39,73,0,73,0,10723,3312.93,713
24-Oct,EAD,TammJourneyEad,2,/eqsCommon/getUploadedStudyDetails,51,51,0,1.342,0.26,0.33,0.37,49,2,49,2,10293,2216.9,876
24-Oct,EAD,TammJourneyEad,2,/eqsCommon/requiredDocumentsList,54,54,0,3.327,0.26,0.29,0.37,52,2,52,2,1365,524.22,121
24-Oct,EAD,TammJourneyEad,2,/eqsCommon/saveTechnicalSummary,2,2,0,0.518,0.276,0.4,0.4,2,0,2,0,784,570,356
24-Oct,EAD,TammJourneyEad,2,/eqsCommon/studyAndReportStatusUpdate,43,43,0,92.192,0.274,0.46,14.02,25,18,25,18,65649749,7412161.91,882
24-Oct,EAD,TammJourneyEad,2,/eqsCommon/technicalActivitiesSelect,17,17,0,0.591,0.261,0.28,0.31,17,0,17,0,1037,475.65,324
24-Oct,EAD,TammJourneyEad,2,/eqsCommon/uploadFile,119,119,0,38.594,0.255,1.5,3.61,22,97,22,97,12980743,1504586.85,15458
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/adminModification,15,15,0,2.278,0.45,0.84,1.07,4,11,4,11,10272,4618.87,465
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/administrativeDetailsUpdate,63,63,5,0.957,0.247,0.47,0.49,60,3,60,3,2895,1938.86,1195
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/commercialAdministrativeDetailsSave,3,3,0,1.229,0.768,0.94,0.98,0,3,0,3,2300,2156.67,2036
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/commissioningApplication,1,1,0,0.373,0.373,0.37,0.37,1,0,1,0,9870,9870,9870
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/commissioningApplicationSubmit,3,3,0,0.766,0.659,0.69,0.7,2,1,2,1,631,628,622
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/criticalQuestionnaireSave,16,16,0,0.587,0.463,0.51,0.52,16,0,16,0,873,729.75,558
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/decommissioningApplicationSubmit,1,1,0,0.558,0.558,0.56,0.56,1,0,1,0,631,631,631
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/developmentActivityDetailsSave,7,7,0,0.495,0.271,0.3,0.32,7,0,7,0,3019,1263.43,447
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/developmentActivityDetailsSelect,15,15,0,0.528,0.253,0.27,0.29,15,0,15,0,2956,632,89
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/developmentAdministrativeDetailsSave,9,9,0,1.714,0.284,0.3,0.49,8,1,8,1,948,853.56,701
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/developmentAdministrativeDetailsUpdate,9,9,0,0.389,0.262,0.37,0.35,9,0,9,0,967,840.22,743
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/developmentTechnicalDetailsSave,32,32,0,10.335,0.302,0.39,1.12,29,3,29,3,5308020,467092.97,1698
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getAdministrativeDetails,55,55,0,15.53,0.529,0.79,1.71,24,31,24,31,10414,9505.15,465
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getAdministrativeDetailsFromIntegration,21,21,0,21.779,0.556,0.81,2.15,9,12,9,12,9403,7953.33,440
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getCommercialComissioning,15,15,0,0.535,0.257,0.3,0.33,15,0,15,0,829,158.47,63
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getCommercialModification,13,13,0,0.962,0.265,0.28,0.33,12,1,12,1,402,115.15,63
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getCommercialNew,30,30,0,1.257,0.255,0.28,0.37,29,1,29,1,5330,1082.97,63
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getCommercialRenew,117,117,0,3.559,0.193,0.28,0.34,113,4,113,4,10837,790.5,63
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getCriticalQuestions,47,47,0,0.62,0.295,0.34,0.36,47,0,47,0,4902,3281.96,364
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getDevelopmentAdministrativeDetails,9,9,0,1.34,0.297,0.31,0.5,7,2,7,2,17696,17511,17364
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getDevelopmentModification,7,7,0,0.412,0.324,0.33,0.34,7,0,7,0,63,63,63
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getDevelopmentNew,60,60,0,1.267,0.247,0.28,0.32,58,2,58,2,16183,1067.53,63
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getDevelopmentRenew,124,124,2,30.09,0.321,0.38,0.9,119,5,119,5,45946,4380.39,63
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getDevelopmentTechnicalDetails,20,20,0,4.238,0.258,0.29,0.51,19,1,19,1,7511,1326.9,143
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getDropdownsDevelopmentAdminDetails,80,80,0,1.52,0.27,0.3,0.34,77,3,77,3,23075,23075,23075
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getDropdownsDevelopmentTechnicalDetails,21,21,0,1.274,0.258,0.28,0.35,20,1,20,1,5663,5663,5663
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getDropdownsForHazardousMaterial,3,3,0,0.616,0.271,0.31,0.4,3,0,3,0,472,472,472
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getDropdownsForMachinery,19,19,0,0.334,0.22,0.26,0.27,19,0,19,0,635,635,635
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getDropdownsForOwners,192,192,0,1.154,0.27,0.29,0.32,189,3,189,3,19836,19813.13,19287
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getDropdownsForProcessDetails,12,12,0,0.498,0.25,0.27,0.31,12,0,12,0,216,216,216
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getDropdownsForRawMaterials,20,20,0,0.591,0.252,0.27,0.3,20,0,20,0,4211,1117.3,522
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getDropdownsForWaterUsage,4,4,0,0.824,0.259,0.28,0.41,3,1,3,1,364,363,360
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getIndustrialComissioning,15,15,0,1.896,0.274,0.31,0.43,14,1,14,1,384,170,63
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getIndustrialDeComissioning,3,3,0,0.378,0.315,0.34,0.34,3,0,3,0,63,63,63
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getIndustrialModification,25,25,0,0.945,0.252,0.3,0.36,23,2,23,2,928,338.52,63
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getIndustrialNew,43,43,0,1.261,0.249,0.27,0.34,41,2,41,2,922,102.65,63
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getIndustrialRenew,115,115,0,4.277,0.229,0.29,0.36,112,3,112,3,2268,381.6,63
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getMeasuringUnits,7,7,0,0.486,0.261,0.28,0.33,7,0,7,0,343,343,343
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getMunicipalities,127,127,0,5.343,0.208,0.27,0.33,125,2,125,2,320,319.91,314
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getNonCriticalQuestions,16,16,0,0.616,0.301,0.32,0.35,16,0,16,0,2543,2389.5,2181
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getSavedAdministrativeDetails,4,4,0,0.544,0.295,0.34,0.38,4,0,4,0,10285,9721.25,8907
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getSectorQuestions,31,31,0,1.359,0.277,0.37,0.49,27,4,27,4,12724,1564.52,344
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getTechnicalDetails,14,14,0,1.264,0.589,0.8,0.86,6,8,6,8,2551,1090.07,725
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getTypeOfActivities,6,6,0,0.308,0.257,0.28,0.28,6,0,6,0,1640,1640,1640
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getUnitsFromPhysicalStatus,9,9,0,0.628,0.258,0.27,0.31,9,0,9,0,220,171,157
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/getUnitsFromPowerSupplyType,16,16,0,0.724,0.247,0.27,0.32,16,0,16,0,343,205,159
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/hazardousMaterialSave,2,2,0,8.021,7.287,7.65,7.65,0,2,0,2,3207620,3207617.5,3207615
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/hazardousMaterialSelect,4,4,0,0.301,0.258,0.28,0.28,4,0,4,0,981,550,117
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/hazardousMaterialUpdate,1,1,0,0.395,0.395,0.4,0.4,1,0,1,0,1537,1537,1537
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/machineryDetailsSave,17,17,0,0.505,0.26,0.29,0.31,17,0,17,0,427,412.71,386
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/machineryDetailsSelect,25,25,0,3.421,0.255,0.29,0.46,24,1,24,1,4738,1650.04,89
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/nonCriticalQuestionnaireSave,15,15,0,0.753,0.423,0.44,0.47,14,1,14,1,1097,666.47,575
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/processDetailsSave,14,14,0,3.601,0.839,1.61,1.63,0,14,0,14,1251623,541540.29,397828
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/processDetailsSelect,16,16,0,0.327,0.259,0.28,0.28,16,0,16,0,4051,1446.5,89
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/productDetailsSelect,1,1,0,0.297,0.297,0.3,0.3,1,0,1,0,146,146,146
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/questionnaireDocumentUpload,4,4,0,17.243,0.518,2.34,5.61,1,3,1,3,6577361,2123826.25,764
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/rawMaterialSave,4,4,0,2.691,0.293,0.74,1.12,2,2,2,2,558299,206216,1422
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/rawMaterialSelect,19,19,0,0.738,0.236,0.29,0.31,19,0,19,0,6197,3035.95,89
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/rawMaterialUpdate,9,9,0,5.352,0.599,1.63,1.92,1,8,1,8,826449,460819.22,1604
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/renewApplication,37,37,0,0.986,0.269,0.34,0.41,36,1,36,1,17356,7458.08,426
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/resubmitApplication,9,9,0,1.302,1.12,1.2,1.2,0,9,0,9,323,304.33,302
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/sectorQuestionnaireSave,16,16,0,0.831,0.292,0.35,0.41,15,1,15,1,525,396,330
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/submitApplication,96,96,2,5.717,0.244,0.69,0.89,60,36,60,36,725,623.19,378
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/technicalDetailsSave,12,12,0,1.225,0.254,0.66,0.63,7,5,7,5,1322,689.92,469
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/technicalModification,1,1,0,2.157,2.157,2.16,2.16,0,1,0,1,1078,1078,1078
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/validateApplicationSubmit,50,50,0,1.216,0.27,0.87,0.69,20,30,20,30,398,351.12,343
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/validateCommissioningApplicationSubmit,1,1,0,0.27,0.27,0.27,0.27,1,0,1,0,343,343,343
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/wasteDetailsSelect,1,1,0,0.311,0.311,0.31,0.31,1,0,1,0,680,680,680
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/waterUsageDetailsSave,4,4,0,0.511,0.276,0.29,0.34,4,0,4,0,411,385.25,362
24-Oct,EAD,TammJourneyEad,2,/eqsCustomer/waterUsageDetailsSelect,8,8,0,1.418,0.261,0.29,0.44,7,1,7,1,375,218.5,89
24-Oct,EAD,TammJourneyEad,2,/falconryCustomer/downloadLicense,754,754,2,305.818,0.249,1.23,2.62,222,532,222,532,187449,167613.42,416
24-Oct,EAD,TammJourneyEad,2,/falconryCustomer/insertApplication,314,314,0,3.735,0.262,0.3,0.35,304,10,304,10,279,278.07,278
24-Oct,EAD,TammJourneyEad,2,/falconryCustomer/validateApplication,420,420,0,3.479,0.203,0.28,0.32,415,5,415,5,1096,722.58,674
24-Oct,EAD,TammJourneyEad,2,/groundWater/deleteDocumentById,38,38,0,1.748,0.251,0.51,0.5,34,4,34,4,419,293.53,270
24-Oct,EAD,TammJourneyEad,2,/groundWater/downloadLicense,123,123,0,5.628,0.351,1.56,2.52,17,106,17,106,203553,189704.61,173319
24-Oct,EAD,TammJourneyEad,2,/groundWater/getApplication,92,92,0,1.363,0.251,0.35,0.42,88,4,88,4,7282,3082.5,223
24-Oct,EAD,TammJourneyEad,2,/groundWater/getApplicationCategory,25,25,0,0.93,0.255,0.27,0.3,24,1,24,1,351,351,351
24-Oct,EAD,TammJourneyEad,2,/groundWater/getLandOwnerType,38,38,0,1.012,0.247,0.28,0.31,37,1,37,1,254,254,254
24-Oct,EAD,TammJourneyEad,2,/groundWater/getWellLocationType,36,36,0,0.333,0.248,0.27,0.28,36,0,36,0,699,699,699
24-Oct,EAD,TammJourneyEad,2,/groundWater/groundWaterPlatePayment,35,35,1,1.387,0.243,0.34,0.36,34,1,34,1,1056,740.69,328
24-Oct,EAD,TammJourneyEad,2,/groundWater/insertApplication,23,23,0,0.461,0.346,0.4,0.4,23,0,23,0,1201,952.09,903
24-Oct,EAD,TammJourneyEad,2,/groundWater/resubmitApplication,18,18,0,0.449,0.31,0.4,0.39,18,0,18,0,1011,973.44,934
24-Oct,EAD,TammJourneyEad,2,/groundWater/submitApplication,43,43,0,0.851,0.286,0.34,0.36,42,1,42,1,597,591.53,587
24-Oct,EAD,TammJourneyEad,2,/groundWater/uploadFile,198,198,0,10.135,0.323,1.14,2.06,50,148,50,148,3368716,879334.45,47083
24-Oct,EAD,TammJourneyEad,2,/rasidInspection/facilityStudyReportRequestsDetailsGet,13,13,0,16.205,0.261,0.28,1.52,12,1,12,1,762,689.92,618
24-Oct,EAD,TammJourneyEad,2,/rasidInspection/facilityStudyReportRequestsDetailsSelect,25,25,0,3.941,0.263,0.28,0.48,23,2,23,2,6260,3215,755
24-Oct,EAD,TammJourneyEad,2,/rasidInspection/facilityStudyReportRequestsGet,86,86,0,0.996,0.249,0.29,0.35,85,1,85,1,1821,621.24,111
24-Oct,EAD,TammJourneyEad,2,/rasidInspection/facilityStudyReportResponseUpdate,13,13,0,4.042,0.264,0.32,0.85,10,3,10,3,2094124,323300.31,1103
24-Oct,EAD,TammJourneyEad,2,/rasidInspection/studyReportUploadedDocumentsGet,12,12,0,0.828,0.259,0.29,0.35,11,1,11,1,319,319,319
